AU01677 	12 M Routine Maint. of Grant St Vent Station Fan
AU01838 	<70?C).      [_ _]
AU01838 	       CAUTION: The pump may be hot enough to cause burns to the hand.
AU01838 	4.3. Check for leaks from joints and cavitation within the pump.      [_
AU01838 	5. Exercise the heater supply line isolating valve.  Ensuring the valve
AU01838 	is left in the
AU01838 	    fully open state.   [_ _]
AU01838 	"6. On completion of the job, record anything outside of normal"
AU01838 	"parameters in the """"Work Done"""""
AU01838 	    area of the Job Sheet.
AU01838 	7. Notify the control room on completion of the job.
AU01642 	12 M Clean silt out of lake
AU01642 	
AU01642 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01642 	Coordinate the planning and completion of other jobs that can be
AU01642 	carriedout whilst the lake is empty.
AU01642 	1. Organise front end loader and tip trucks for handling and
AU01642 	   removal of silt and debris from the site.
AU01642 	2. Arrange for the collection of soil samples and the disposal
AU01642 	   of the silt and debris to a suitable waste disposal site.
AU01642 	3. Notify the Control room prior to commencing this job.
AU01642 	"4. Refer to Work Instruction ORNAMENTAL LAKE MAINTENANCE,"
AU01642 	   TMI-3012-OP-0024.
AU01642 	   WARNING: BE AWARE OF SHARPS AND OTHER HAZARDOUS MATERIALS
AU01642 	   THROUGHOUT WORK SITE.
AU01642 	"5. Check and monitor the water table level in pits 1, 2, 3 & 4"
AU01642 	   (Lake can only be drained when the water table is below
AU01642 	   200mm) over two consecutive days.  Record the results on
AU01642 	   form GROUND WATER  LEVEL MONITOR - TMF-3012-OP-0249.
AU01642 	   If the readings are over 200mm do not proceed with draining
AU01642 	"   the lake, only proceed to draining the lake when the levels"
AU01642 	   less than 200mm are obtained over two consecutive days.
AU01642 	"6. Check the weep holes, at the base of concrete batters, of"
AU01642 	   creek lining upstream of lake for indication of ground water
AU01642 	   flows.
AU01642 	7. Diversion of Creek
AU01642 	"   (a) Open flap valve, to the Ornamental Lake By-pass"
AU01642 	       Diversion (Removal of silt and debris may be required).
AU01642 	   (b) Place stop log (entry) across entry to the lake.
AU01642 	   (c) Check the water of the diversion at the diversion
AU01642 	       outflow into the Moonee Ponds Creek.  Ensure the water
AU01642 	       flow is unrestricted.
AU01642 	"   (d) Check to look at the downstream end to ensure water        ,,"
AU01642 	"  backflow considered and can be controlled. Contact ,,     ,,"
AU01642 	  Melbourne water for assistance as required.
AU01642 	8. Draining the Lake
AU01642 	   (a) Thoroughly clean the outflow area of algae prior to
AU01642 	       accessing the stop logs (Outflow).
AU01642 	   (b) Unbolt and remove the stop logs (outflow) of lake to
AU01642 	       allow the lake to drain.
AU01642 	"   (c) Allow the silt to sufficiently drain, so as to not cause"
AU01642 	       a dust problem.  During the cleaning process monitor (at
AU01642 	"       least daily) the Ground Water in Pits 1, 2, 3 & 4 for"
AU01642 	       any increase of the ground water level.  If there is any
AU01642 	"       increase in the water level, either the job should be"
AU01642 	       postponed and the lake allowed to refill or measures put
AU01642 	       in place to maintain the water level at a suitable level
AU01642 	       below 200mm.
AU01642 	9. Remove all the silt and debris using a front end loader
AU01642 	   fitted with rubber tyres.
AU01642 	10. Ensure the silt is disposed of within regulations.
AU01642 	"11. Ensure pits 1, 2, 3 & 4 are cleaned of all silt and debris."
AU01642 	12. Refill the Lake
AU01642 	"   (a) On completion of all cleaning, replace stop logs"
AU01642 	       (outflow) and bolt into position.
AU01642 	   (b) Remove stop log (entry) to allow the water to flow into
AU01642 	       the lake.
AU01642 	     (c) Close flap valve leading to the diversion pipe.
AU01642 	13. Clean all other litter and debris from around lake area.
AU01642 	14. Record anything outside normal parameters in the area of
AU01642 	   the Job Sheet below.
AU01642 	15. Notify the control room on completion of the job.
AU01957 	"12 M Inspect, change batteries PLC in substations"""
AU01957 	
AU01957 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01957 	1. Notify the Traffic Control Room prior to commencing work
AU01957 	2. Notify the control room prior to entering substation.
AU01957 	3. The various substations can be accessed via a variety of accesses
AU01957 	from the surface.
AU01957 	4.1 At the PLC installed within substation A
AU01957 	  (a) Remove the old Memory backup battery and install a fresh memory
AU01957 	backup battery.  [_ _]
AU01957 	  (b) Check the PLC status and error indicators.  Indicators found to
AU01957 	indicate abnormal
AU01957 	         conditions are to be logged in the work done area of the job
AU01957 	sheet and a new job sheet
AU01957 	         raised to investigate and correct the error.  [_ _]
AU01957 	   (c) Inspect connections to the PLC including power e.g. plug
AU01957 	"connections, screw"
AU01957 	"         connections, for security.  [_ _]"
AU01957 	   (d) Ensure all modules are secure in their mounting and module
AU01957 	security screws are not
AU01957 	         loose.  [_ _]
AU01957 	   (e) Using a vacuum cleaner and a small brush ensure the enclosure
AU01957 	andPLC modules
AU01957 	         are cleaned of accumulated dust and debris.  [_ _]
AU01957 	4.2 At the PLC installed within substation B
AU01957 	   (e) Using a vacuum cleaner and a small brush ensure the enclosure and
AU01957 	PLC modules
AU01957 	4.3 At the various I/O racks installed in equipment rooms:
AU01957 	   (a) Check the PLC status and error indicators.  Indicators found to
AU01957 	   (b) Inspect connections to the PLC including power e.g. plug
AU01957 	   (c) Ensure all modules are secure in their mounting and module
AU01957 	   (d) Using a vacuum cleaner and a small brush ensure the enclosure
AU01957 	"5.  Record on the form """" Plant Managment Control System - 12 M PLC"
AU01957 	Inspections and Battery
AU01957 	"    Exchange - TMF-3012-OP-0277, any abnormal parameters relating to the"
AU01957 	PLCs or
AU01957 	    components that require further investigation.  Raise a new job
AU01957 	sheet for any corrective
AU01957 	    actions required.   Priority High P1.
AU01957 	6. Notify the Traffic Control Room on completion of the job.
AU01651 	"03 M Inspect, Test & Clean Burnley Pump Station"
AU01651 	
AU01651 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01651 	Ensure sufficient items are in hand to carry out the cleaning
AU01651 	"and inspections of the Building and Electrics, prior to leaving"
AU01651 	"the workshop, e.g. CRC, Rags, Vacuum Cleaner, Cloths,"
AU01651 	"lamps for fluorescent, emergency, Exit and external lighting,"
AU01651 	"Brooms, Rubbish bags, Filter material, Ladders, Silicon"
AU01651 	"Lubricant Spray, Rodent Bait Station"
AU01651 	A  INTRODUCTION
AU01651 	"This job is a combined job for the inspection of the pumps, Pump"
AU01651 	"station, Pump Station electrical installation as well the"
AU01651 	"cleaning, inspections and maintenance of the related controls."
AU01651 	B PUMPS AND PUMP STATION OPERATION
AU01651 	1. Notify control room before entry.
AU01651 	2. Access to wet well and valve pit is via gatic covers in the
AU01651 	   pathway on south side of Burnley Portal.
AU01651 	 WARNING:  THE WET WELL AND VALVE PIT ARE DESIGNATED CONFINED
AU01651 	 SPACES AND MUST ONLY BE ENTERED UNDER CONFINED SPACE
AU01651 	 CONDITIONS.
AU01651 	3. Inspect Local Control Panel
AU01651 	"   (a) Check  switchboard, situated in Sub-station 3,  for"
AU01651 	       local alarm conditions.
AU01651 	   (b) Carry out visual internal and external inspection of the
AU01651 	"       control panel for damage, evidence of insect infestation,"
AU01651 	"       ingress of moisture, dust and grime (clean as required)"
AU01651 	   (c) Check cable connections for tightness and signs of
AU01651 	       overheating and inspect electrical control
AU01651 	       equipment.   [_ _]
AU01651 	   (d) Record in the Work Done area of the job sheet the hours
AU01651 	       run from the meter on the switchboard.     [_ _]
AU01651 	4. Inspection of pump wet well and valve pit.
AU01651 	   (a) Remove the gatic covers from both the wet well and the
AU01651 	"       valve pit, inspect both the wet well and the valve pit"
AU01651 	       for general cleanliness and debris.  Clean if
AU01651 	       required.   [_ _]
AU01651 	   (b) Inspect the external condition of  the pipework and
AU01651 	       valves for evidence corrosion and leaks.  [_ _]
AU01651 	5. Check the operation of pump PSBLYP1 (A1 Starter) by switching
AU01651 	   the pump AUTO/OFF/MANUAL selector switch to the MANUAL
AU01651 	   position and starting the pump by pressing the
AU01651 	   START/STOP/RESET button.
AU01651 	   (a) Measure the operating current and compare with the rated
AU01651 	       current. (FLC 22A.).  Record in the Work Done area of the
AU01651 	       job sheet if results are outside normal limits.   [_ _]
AU01651 	   (b) Observe the pump operation for smooth running or
AU01651 	       vibration and abnormal noises. [_ _]
AU01651 	   (c) Check that the cabling to the pump for damage and that it
AU01651 	       is clear from possible damage.   [_ _]
AU01651 	       CAUTION:  Do not pump the wet well below the Low/Low
AU01651 	       level alarm point as lack of submergence may cause
AU01651 	       pumpset damage
AU01651 	6. Check non-return valve operation on shutting off pump by
AU01651 	   pressing START/ STOP/RESET button.  Full valve closure will
AU01651 	   be indicated by;
AU01651 	   (a) closing with an audible sharp metallic sound.
AU01651 	   (b) backflow through pump should cease within 30 seconds
AU01651 	       Valve closing with a duller sound or excessive backflow
AU01651 	      (longer than 30 seconds) occuring may indicate debris
AU01651 	      jammed in valve preventing full closure.  Pump should be
AU01651 	"      re-started,  run for 2 minutes and non-return valve"
AU01651 	      operation check repeated.
AU01651 	"      If faulty closure is still suspected, report for"
AU01651 	      corrective maintenance.  [_ _]
AU01651 	      Return AUTO/OFF/MANUAL selector switch to AUTO
AU01651 	      position.  [_ _]
AU01651 	7. Repeat steps 5 and 6 for pump PSBLYP2 (B1 Starter). [_ _]
AU01651 	"8. Check operation of float switches, manually tripping floats"
AU01651 	   from ground level by lifting up High/High float and Low/Low
AU01651 	   floats respectively  and checking alarms are received at O&M
AU01651 	   Control Room.  [_ _]
AU01651 	9. (a) Check operation of level controller by pumping until pump
AU01651 	       stops. Compare actual level with capacity meter on
AU01651 	       switchboard.   Wet well pump stop level is 4.6 m. below
AU01651 	       top deck which equals 31% capacity.   [_ _]
AU01651 	   (b)  Lift level controller sensor out of conduit and
AU01651 	        carefully and gently clean recess in base.
AU01651 	10. Test operation of isolating valves by partial opening and
AU01651 	    closing only.    [_ _]
AU01651 	11. On completion of job record anything outside normal
AU01651 	    parameters
AU01651 	    e.g. Damaged equipment enclosures
AU01651 	         leaks
AU01651 	         lighting faults
AU01651 	         door damage
AU01651 	         evidence of structural damage to the Pump stations and
AU01651 	"         equipment etc,"
AU01651 	         in the Work Done section of the job sheet and report to
AU01651 	         the Team Leader or his
AU01651 	        representative and raise a new job for any repairs.
AU01651 	"12. Record any corrective action required, in the Work Done area"
AU01651 	    of the job sheet.   [_ _]
AU01651 	13. Notify control room that inspection is completed.
AU01651 	C  ELECTRICAL INSPECTIONS and MAINTENANCE
AU01651 	"1. On entering pump station, temporarily switch OFF ventilation"
AU01651 	"   fans, if operating.   [_ _]"
AU01651 	"2. On accessing the relevant area, be aware of the atmosphere,"
AU01651 	"   use your senses of sight, smell and hearing to monitor any"
AU01651 	   abnormal events.  [_ _]
AU01651 	"3. Check the interior lighting for operation, replace faulty"
AU01651 	   lamps or repair any faulty lighting fixture.  [_ _]
AU01651 	4. Check the temperature of cables and connections on all
AU01651 	   accessible equipment and components within control panels.
AU01651 	   Use an Infra-red temperature sensor.  Temperatures of ambient
AU01651 	   plus 10?C should be considered abnormal and must be noted in
AU01651 	   the Work Done area of the Job Sheet and ensure the Team
AU01651 	   Leader or his representative is informed of the abnormality.
AU01651 	   Raise a new job sheet for any corrective action [_ _]
AU01651 	"5. While carrying out the temperature check, Inspect all cables,"
AU01651 	"   terminals, equipment and components  for evidence of burn"
AU01651 	"   marks, unusual odours and overheating.  Record anything"
AU01651 	   abnormal in the Work Done area of the Job Sheet and raise a
AU01651 	   new jobsheet for any corrective action.  Ensure the Team
AU01651 	   Leader or his representative is informed of the
AU01651 	   abnormality.  [_ _]
AU01651 	"6. While carrying out the temperature check, Check relays and"
AU01651 	"   contactors for chattering, arcing etc.  [_ _]"
AU01651 	"7. Visually inspect the enclosure doors, hinges, hardware,"
AU01651 	"   gaskets, seals and escutcheons for serviceability and general"
AU01651 	"   operation, lubricate as required.  Carry out any required"
AU01651 	   repairs or raise a new jobsheet for any outstanding
AU01651 	   actions.  [_ _]
AU01651 	"8. Check cable and glandings at enclosure entries for heating,"
AU01651 	"   looseness, and damage.  [_ _]"
AU01651 	9. Inspect all electrical switchboard enclosures internally for
AU01651 	"   dust, grime and condensation, clean enclosures of any"
AU01651 	"   accumulated dust, dirt and debris.  [_ _]"
